coin_id,first_date
medibloc,2018-01-12T00:00:00+00:00
aevo,2018-10-10T00:00:00+00:00
digix-gold,2018-05-14T00:00:00+00:00
help-token,2018-08-01T00:00:00+00:00
lunadoge,2021-05-21T13:34:11+00:00
safegalaxy,2021-04-27T00:00:00+00:00
klondike-finance,2021-01-28T00:00:00+00:00
onevbtc,2021-04-29T00:00:00+00:00
tezos,2018-07-03T00:00:00+00:00
depay,2020-11-22T00:00:00+00:00
shibacorgi,2021-05-18T00:00:00+00:00
isalcoin,2021-01-13T00:00:00+00:00
bit-trust-system,2019-09-24T00:00:00+00:00
bitalgo,2020-08-15T00:00:00+00:00
1x-short-matic-token,2020-08-11T00:00:00+00:00
change,2017-12-27T00:00:00+00:00
thorchain-erc20,2021-01-15T00:00:00+00:00
huobi-token,2018-02-09T00:00:00+00:00
coinex-token,2018-07-04T00:00:00+00:00
0-5x-long-kyber-network-token,2020-08-07T00:00:00+00:00
donu,2019-07-21T00:00:00+00:00
bizzcoin,2020-04-14T00:00:00+00:00
5g-cash,2021-03-08T00:00:00+00:00
nter,2020-09-30T00:00:00+00:00
pinkelon,2021-05-07T00:00:00+00:00
exciting-japan-coin,2020-08-03T00:00:00+00:00
qqq-token,2019-05-23T00:00:00+00:00
ethercoin-2,2020-03-03T00:00:00+00:00
ethereum-money,2019-07-23T00:00:00+00:00
chia-iou,2021-05-03T00:00:00+00:00
cprop,2021-01-28T00:00:00+00:00
3x-long-pax-gold-token,2020-01-19T00:00:00+00:00
groovy-finance,2020-12-08T00:00:00+00:00
eminer,2019-08-03T00:00:00+00:00
blind-boxes,2021-03-27T00:00:00+00:00
universe-token,2019-12-24T00:00:00+00:00
gooddollar,1970-01-01T00:00:00+00:00
intensecoin,2017-12-13T00:00:00+00:00
ishop-token,2020-02-07T00:00:00+00:00
xchainz,2021-03-08T00:00:00+00:00
mmocoin,2018-05-29T00:00:00+00:00
punk-attr-5,2021-02-17T00:00:00+00:00
ghostprism,2020-04-18T00:00:00+00:00
moonai,2021-03-01T00:00:00+00:00
kxusd,2021-04-15T00:00:00+00:00
linear,2020-09-17T00:00:00+00:00
hodltree,2020-09-17T00:00:00+00:00
utrin,2021-03-15T00:00:00+00:00
cerberus,2018-09-20T00:00:00+00:00
polkamon,2021-04-01T00:00:00+00:00
spookyswap,2021-05-04T00:00:00+00:00
unicly-autoglyph-collection,2021-05-10T00:00:00+00:00
switcheo,2018-04-04T00:00:00+00:00
lambda,2018-11-08T00:00:00+00:00
simracer-coin,2020-11-04T00:00:00+00:00
saturn-network,2019-02-14T00:00:00+00:00
boostcoin,2014-05-30T00:00:00+00:00
smartway-finance,2020-10-14T00:00:00+00:00
lumos,2020-10-26T00:00:00+00:00
midas,2018-10-23T00:00:00+00:00
porkswap,2021-05-08T00:00:00+00:00
hyperexchange,2019-02-02T00:00:00+00:00
cover-protocol,2021-01-05T00:00:00+00:00
blockstack,2019-10-26T00:00:00+00:00
trustmarkethub-token,2020-06-15T00:00:00+00:00
300fit,2019-10-13T00:00:00+00:00
cryptofranc,2019-05-25T00:00:00+00:00
lunar-highway,2021-05-04T00:00:00+00:00
pikto-group,2020-11-13T00:00:00+00:00
amaten,2020-04-18T00:00:00+00:00
goldkash,2018-10-31T00:00:00+00:00
timelockcoin,2020-07-28T00:00:00+00:00
littlesesame,2019-07-11T00:00:00+00:00
lnko-token,2019-08-07T00:00:00+00:00
ara-token,2021-03-29T00:00:00+00:00
ubiquitous-social-network-service,2019-11-30T00:00:00+00:00
origintrail,2018-02-02T00:00:00+00:00
graft-blockchain,2018-03-21T00:00:00+00:00
busy-dao,2021-04-23T00:00:00+00:00
noah-coin,2018-03-23T00:00:00+00:00
media-network,2021-04-30T00:00:00+00:00
lync-network,2020-10-06T00:00:00+00:00
nolecoin,2020-01-28T00:00:00+00:00
ampleforth-governance-token,2021-04-21T00:00:00+00:00
lyze,2019-01-23T00:00:00+00:00
mysterious-sound,2020-03-03T00:00:00+00:00
sting,2021-01-25T00:00:00+00:00
xgox,2017-12-28T00:00:00+00:00
index-chain,2020-07-16T00:00:00+00:00
evencoin,2018-06-19T00:00:00+00:00
3x-long-theta-network-token,2020-08-06T00:00:00+00:00
coinfi,2018-03-01T00:00:00+00:00
pirl,2017-10-29T00:00:00+00:00
dmd,2020-09-08T00:00:00+00:00
lux-bio-exchange-coin,2019-09-10T00:00:00+00:00
frozencoin-network,2019-06-11T00:00:00+00:00
snowblossom,2019-03-14T00:00:00+00:00
eunomia,2018-10-23T00:00:00+00:00
combine-finance,2020-09-24T00:00:00+00:00
bone,2020-07-20T00:00:00+00:00
ac-exchange-token,2020-12-04T00:00:00+00:00
3x-short-xrp-token,2019-12-18T00:00:00+00:00
rccc,2018-11-08T00:00:00+00:00
arthur-chain,2019-08-24T00:00:00+00:00
alchemy-pay,2020-09-08T00:00:00+00:00
vankia-chain,2018-08-22T00:00:00+00:00
baconcoin,2019-01-03T00:00:00+00:00
opium,2021-01-27T00:00:00+00:00
blipcoin,2020-08-05T00:00:00+00:00
srune,2021-05-01T00:00:00+00:00
koto,2018-10-12T00:00:00+00:00
monavale,2020-12-06T00:00:00+00:00
theta-token,2018-01-24T00:00:00+00:00
justbet,2020-10-21T00:00:00+00:00
0-5x-long-echange-token-index-token,2020-08-07T00:00:00+00:00
aave-eth-v1,2020-06-25T00:00:00+00:00
aiascoin,2018-10-10T00:00:00+00:00
polar-chain,2021-03-31T00:00:00+00:00
wrapped-leo,2020-09-28T00:00:00+00:00
blue-baikal,2019-08-01T00:00:00+00:00
mocktailswap,2021-05-06T00:00:00+00:00
football-coin,2018-12-06T00:00:00+00:00
vecrv-dao-yvault,2021-02-09T00:00:00+00:00
swarm,2014-09-16T00:00:00+00:00
ethereumx,2019-03-13T00:00:00+00:00
imbtc,1970-01-01T00:00:00+00:00
max-token,2018-10-18T00:00:00+00:00
hord,2021-04-23T00:00:00+00:00
pepemon-pepeballs,2020-10-15T00:00:00+00:00
sekopay,2018-11-19T00:00:00+00:00
marketpeak,2020-02-10T00:00:00+00:00
yfix-finance,2020-09-22T00:00:00+00:00
cofinex,2020-04-03T00:00:00+00:00
mangu,2020-11-03T00:00:00+00:00
empty-set-gold,2021-01-10T00:00:00+00:00
cap,2020-07-05T00:00:00+00:00
solar-dao,2018-07-28T00:00:00+00:00
sienna-erc20,2021-05-12T00:00:00+00:00
falcon-token,2020-06-05T00:00:00+00:00
stark-chain,2020-10-28T00:00:00+00:00
popcorn-token,2020-09-09T00:00:00+00:00
digital-coin,2020-12-10T00:00:00+00:00
voda-token,2019-05-30T00:00:00+00:00
tixl-new,2020-09-11T00:00:00+00:00
amond,2019-07-17T00:00:00+00:00
bitmark,2014-08-19T00:00:00+00:00
the-metaonez,2021-03-14T00:00:00+00:00
zclassic,2016-11-10T00:00:00+00:00
yyfi-protocol,2020-10-28T00:00:00+00:00
easymine,2018-08-04T00:00:00+00:00
nxm,2020-07-12T00:00:00+00:00
coldstack,2021-05-15T00:00:00+00:00
jinbi-token,2019-02-26T00:00:00+00:00
kora-network,2018-08-10T00:00:00+00:00
mach,2020-10-22T00:00:00+00:00
backpacker-coin,2020-05-22T00:00:00+00:00
goat-coin,2021-05-16T00:00:00+00:00
clash-token,2021-01-30T00:00:00+00:00
global-coin-research,2021-04-16T00:00:00+00:00
yusd-synthetic-token-expiring-31-december-2020,2020-09-30T00:00:00+00:00
az-fundchain,2019-09-10T00:00:00+00:00
ethplode,2019-06-12T00:00:00+00:00
joon,2020-09-26T00:00:00+00:00
eska,2019-10-04T00:00:00+00:00
nominex,2021-03-17T00:00:00+00:00
mithril,2018-04-13T00:00:00+00:00
innovative-bioresearch,2018-07-25T00:00:00+00:00
the-bitcoin-family,2021-01-27T00:00:00+00:00
stakedxem,2020-12-19T00:00:00+00:00
reapchain,2020-11-13T00:00:00+00:00
lukki-operating-token,2019-05-25T00:00:00+00:00
bitcloud,2017-12-28T00:00:00+00:00
solareum,2018-05-23T00:00:00+00:00
vanilla-network,2020-11-26T00:00:00+00:00
aurora-dao,2018-01-23T00:00:00+00:00
definex,2021-01-07T00:00:00+00:00
credit,2019-03-22T00:00:00+00:00
zillioncoin,2019-02-19T00:00:00+00:00
morcrypto-coin,2020-03-17T00:00:00+00:00
3x-short-defi-index-token,2020-08-06T00:00:00+00:00
safemusk,2021-05-18T00:00:00+00:00
link,2018-10-18T00:00:00+00:00
bakerytools,2021-05-03T00:00:00+00:00
noderunners,2020-12-17T00:00:00+00:00
vena-network,2019-01-17T00:00:00+00:00
0-5x-long-dragon-index-token,2020-11-04T00:00:00+00:00
lixir-protocol,2021-05-10T00:00:00+00:00
data-trade-on-demand-platform,2020-05-08T00:00:00+00:00
plethori,2021-05-05T00:00:00+00:00
dlp-duck-token,2020-12-21T00:00:00+00:00
batorrent,2021-03-24T00:00:00+00:00
gemvault-coin,2018-09-22T00:00:00+00:00
scorum,2018-07-06T00:00:00+00:00
safron,2021-03-08T00:00:00+00:00
mavro,2020-04-11T00:00:00+00:00
energy-web-token,2020-03-31T00:00:00+00:00
nervos-network,2019-11-17T00:00:00+00:00
condensate,2017-12-08T00:00:00+00:00
gamebetcoin,2016-04-13T00:00:00+00:00
mithril-share,2020-12-30T00:00:00+00:00
vanilla,2021-04-06T00:00:00+00:00
leafcoin,2018-09-26T00:00:00+00:00
alium-swap,1970-01-01T00:00:00+00:00
xaaveb,2020-11-30T00:00:00+00:00
tron-game-center-token,2020-07-14T00:00:00+00:00
darwinia-crab-network,2021-04-06T00:00:00+00:00
linkusd,2020-09-08T00:00:00+00:00
privateum,2021-04-25T00:00:00+00:00
bitdefi,2020-11-09T00:00:00+00:00
grin,2019-01-17T00:00:00+00:00
trias-token,2021-02-17T00:00:00+00:00
upper-euro,2020-09-05T00:00:00+00:00
ton-crystal,2020-10-13T00:00:00+00:00
ecpntoken,2019-09-17T00:00:00+00:00
rocketmoon,2021-04-15T00:00:00+00:00
unagii-dai,2021-01-27T00:00:00+00:00
2goshi,2021-05-01T00:00:00+00:00
hapi,2021-03-11T00:00:00+00:00
acryl,2019-04-30T00:00:00+00:00
stakeshare,2018-11-29T00:00:00+00:00
levolution,2019-05-08T00:00:00+00:00
blaze-network,2020-08-27T00:00:00+00:00
model-x-coin,2018-10-31T00:00:00+00:00
rocks-idle-game,2021-05-12T00:00:00+00:00
bollo-token,2021-02-18T00:00:00+00:00
lightforge,2019-03-20T00:00:00+00:00
matic-aave-dai,2021-04-15T00:00:00+00:00
pride,2019-11-22T00:00:00+00:00
balkan-coin,2018-05-17T00:00:00+00:00
ethanol,2020-11-25T00:00:00+00:00
yieldpanda,2021-02-19T00:00:00+00:00
boxaxis,2019-02-15T00:00:00+00:00
2give,2016-05-16T00:00:00+00:00
wall-street-baby,2021-04-27T00:00:00+00:00
khipu-token,2019-10-19T00:00:00+00:00
growthcoin,2018-09-26T00:00:00+00:00
cue-protocol,2021-03-24T00:00:00+00:00
cosplay-token,2019-07-19T00:00:00+00:00
aragon-china-token,2020-08-28T00:00:00+00:00
union-protocol-governance-token,2020-12-18T00:00:00+00:00
artfinity-token,2019-05-12T00:00:00+00:00
asian-african-capital-chain,2019-09-17T00:00:00+00:00
merchdao,2021-03-28T00:00:00+00:00
kokoswap,2021-05-04T00:00:00+00:00
petrachor,2019-10-08T00:00:00+00:00
levelg,2020-05-08T00:00:00+00:00
ultimate-secure-cash,2018-02-11T00:00:00+00:00
sprouts,2015-07-21T00:00:00+00:00
sendwhale,2021-04-28T00:00:00+00:00
synchrolife,2019-02-02T00:00:00+00:00
metis-token,2021-05-18T00:00:00+00:00
akropolis,2019-07-17T00:00:00+00:00
bestay,2020-08-18T00:00:00+00:00
vidy,2019-07-19T00:00:00+00:00
step-finance,2021-04-25T00:00:00+00:00
rocket-pool,2018-07-19T00:00:00+00:00
xaviera-tech,2019-04-03T00:00:00+00:00
iconiq-lab-token,2019-02-26T00:00:00+00:00
womencoin,2018-01-07T00:00:00+00:00
bonfire,2021-04-26T00:00:00+00:00
cbdao,2020-08-10T00:00:00+00:00
omc-group,2020-11-17T00:00:00+00:00
tronfamily,2020-07-23T00:00:00+00:00
abcc-token,2018-07-26T00:00:00+00:00
eboost,2017-11-14T00:00:00+00:00
galactrum,2018-02-14T00:00:00+00:00
atlantic-finance,2021-05-06T00:00:00+00:00
kusama,2019-09-20T00:00:00+00:00
magi,2014-09-24T00:00:00+00:00
safecookie,2021-05-11T00:00:00+00:00
1million-nfts,2021-04-25T00:00:00+00:00
quant-network,2018-06-30T00:00:00+00:00
vectorium,2020-09-28T00:00:00+00:00
aen-smart-token,2021-05-03T00:00:00+00:00
0-5x-long-ethereum-token,2020-08-07T00:00:00+00:00
tronvegascoin,2020-11-02T00:00:00+00:00
unigrid,2019-07-15T00:00:00+00:00
value-set-dollar,2021-03-11T00:00:00+00:00
coinshares-gold-and-cryptoassets-index-lite,2021-02-18T00:00:00+00:00
trabzonspor-fan-token,2020-11-07T00:00:00+00:00
litbinex-coin,2019-12-11T00:00:00+00:00
crypto-heroes-token,2019-10-25T00:00:00+00:00
bamboo-token-2,2021-03-29T00:00:00+00:00
pyrk,2020-05-15T00:00:00+00:00
markaccy,2020-09-18T00:00:00+00:00
teal,2020-11-08T00:00:00+00:00
tmc,2020-09-29T00:00:00+00:00
wowswap,2021-02-26T00:00:00+00:00
supersonic-finance,2021-05-15T00:00:00+00:00
cutcoin,2019-04-06T00:00:00+00:00
fundchains,2018-10-06T00:00:00+00:00
azzure,2020-10-14T00:00:00+00:00
blockchain-cuties-universe,2019-05-12T00:00:00+00:00
change-our-world,2021-05-15T00:00:00+00:00
cloakcoin,2014-06-07T00:00:00+00:00
hut34-entropy,2018-08-02T00:00:00+00:00
enex,2021-04-28T00:00:00+00:00
aga-rewards,2021-02-15T00:00:00+00:00
arbit,2018-03-28T00:00:00+00:00
smartmesh,2017-12-20T00:00:00+00:00
freq-set-dollar,2021-01-10T00:00:00+00:00
b2-coin,2021-04-22T00:00:00+00:00
marshmellowdefi,2021-04-20T00:00:00+00:00
simplexchain,2019-11-06T00:00:00+00:00
fme,2020-10-22T00:00:00+00:00
miraqle,2020-08-29T00:00:00+00:00
1ai,2020-01-04T00:00:00+00:00
arcane-bear,2020-12-20T00:00:00+00:00
kublaicoin,2020-05-20T00:00:00+00:00
bitcoingenx,2019-02-08T00:00:00+00:00
tonestra,2020-08-18T00:00:00+00:00
vexanium,2018-07-26T00:00:00+00:00
koinon,2019-06-17T00:00:00+00:00
kvant,2020-07-27T00:00:00+00:00
cat-token,2020-08-19T00:00:00+00:00
hex-money,2020-05-16T00:00:00+00:00
butterfly-protocol-2,2021-02-05T00:00:00+00:00
bitmoney,2018-10-31T00:00:00+00:00
strong,2020-08-10T00:00:00+00:00
avaluse,2021-03-04T00:00:00+00:00
infchain,2019-08-23T00:00:00+00:00
moonmoon,2021-04-24T00:00:00+00:00
hashgard,2018-07-14T00:00:00+00:00
autonio,2017-11-10T00:00:00+00:00
idefi,2020-07-15T00:00:00+00:00
toffee,2021-05-19T00:00:00+00:00
bundles,2020-11-25T00:00:00+00:00
merge,2019-06-21T00:00:00+00:00
stvke-network,2020-12-01T00:00:00+00:00
donnie-finance,2021-03-17T00:00:00+00:00
lynx,2018-08-08T00:00:00+00:00
hedgetrade,2018-12-19T00:00:00+00:00
robet-coin,2018-10-02T00:00:00+00:00
zik-token,2019-07-20T00:00:00+00:00
must,2021-01-18T00:00:00+00:00
coalculus,2020-02-03T00:00:00+00:00
starship,2021-05-17T00:00:00+00:00
orakuru,2021-04-08T00:00:00+00:00
zg,2019-03-08T00:00:00+00:00
spaceswap-milk2,2020-10-12T00:00:00+00:00
synergy,2015-06-08T00:00:00+00:00
sg20,2021-03-18T00:00:00+00:00
tontoken,2020-09-03T00:00:00+00:00
playfuel,2020-01-01T00:00:00+00:00
many,2020-09-23T00:00:00+00:00
tacotoken,2021-03-25T00:00:00+00:00
zerozed,2019-06-08T00:00:00+00:00
ac-milan-fan-token,2021-02-11T00:00:00+00:00
degenerate-platform,2020-08-11T00:00:00+00:00
3x-long-maker-token,2020-08-06T00:00:00+00:00
polkarare,2021-05-11T00:00:00+00:00
bulleon,2019-01-25T00:00:00+00:00
bnbc,2021-05-19T00:00:00+00:00
nuls,2017-10-30T00:00:00+00:00
etha-lend,2021-03-07T00:00:00+00:00
unidexgas,2021-01-22T00:00:00+00:00
lcx,2019-11-22T00:00:00+00:00
scry-info,2018-01-23T00:00:00+00:00
labs-group,2021-03-16T00:00:00+00:00
blink,2020-11-24T00:00:00+00:00
ink,2017-12-08T00:00:00+00:00
gems-2,2018-04-24T00:00:00+00:00
cudos,2021-01-13T00:00:00+00:00
tribute,2020-09-13T00:00:00+00:00
csp-dao-network,2020-12-21T00:00:00+00:00
duo,2019-05-01T00:00:00+00:00
yuan-chain-coin,2018-08-07T00:00:00+00:00
bitberry-token,2021-01-15T00:00:00+00:00
liquidity-network,2018-10-23T00:00:00+00:00
eldorado-token,2019-10-23T00:00:00+00:00
xfinance,2020-09-12T00:00:00+00:00
motiv-protocol,2020-07-23T00:00:00+00:00
measurable-data-token,2018-02-15T00:00:00+00:00
corionx,2020-11-16T00:00:00+00:00
modihost,2021-04-29T00:00:00+00:00
velo,2020-09-20T00:00:00+00:00
hyve,2020-11-09T00:00:00+00:00
gyen,2021-03-04T00:00:00+00:00
yfe-money,2020-09-29T00:00:00+00:00
lemond,2021-04-23T00:00:00+00:00
pixeos,2019-07-31T00:00:00+00:00
decentbet,2017-11-19T00:00:00+00:00
binance-vnd,2021-05-21T10:55:26+00:00
smilecoin,2021-05-10T00:00:00+00:00
digiwill,2020-11-10T00:00:00+00:00
reecore,2018-10-10T00:00:00+00:00
unicrap,2020-08-19T00:00:00+00:00
thefutbolcoin,2020-12-27T00:00:00+00:00
clams,2014-08-26T00:00:00+00:00
arbidex,2018-08-18T00:00:00+00:00
etg-finance,2020-11-04T00:00:00+00:00
aludra-network,2020-08-11T00:00:00+00:00
indahash,2018-01-24T00:00:00+00:00
3x-long-eos-token,2019-12-19T00:00:00+00:00
digifinextoken,2018-08-14T00:00:00+00:00
dodo,2020-09-30T00:00:00+00:00
swapdex,2021-01-20T00:00:00+00:00
happiness-token,2021-04-01T00:00:00+00:00
primestone,2018-09-09T00:00:00+00:00
sequence,2016-09-24T00:00:00+00:00
inziderx-exchange,2019-11-07T00:00:00+00:00
multiven,2019-05-15T00:00:00+00:00
nubits,2014-09-24T00:00:00+00:00
shrooms,2018-09-13T00:00:00+00:00
meme-cash,2020-12-11T00:00:00+00:00
royale,2021-01-09T00:00:00+00:00
lemon-bet,2020-05-21T00:00:00+00:00
telcoin,2018-02-02T00:00:00+00:00
zantepay,2018-12-07T00:00:00+00:00
sora-validator-token,2020-12-06T00:00:00+00:00
daxhund,2021-04-19T00:00:00+00:00
vodi-x,2019-05-23T00:00:00+00:00
cryptoping,2017-07-16T00:00:00+00:00
trustpad,2021-05-06T00:00:00+00:00
veraswap,2021-03-11T00:00:00+00:00
ravencoin,2018-03-21T00:00:00+00:00
suku,2020-08-04T00:00:00+00:00
albos,2019-04-20T00:00:00+00:00
bitcoin-rhodium,2019-02-01T00:00:00+00:00
argon,2021-03-09T00:00:00+00:00
safegem,2021-05-16T00:00:00+00:00
eva-coin,2019-05-09T00:00:00+00:00
aave-susd,2021-03-12T00:00:00+00:00
mcobit,2021-02-14T00:00:00+00:00
visio,2017-03-07T00:00:00+00:00
fess-chain,2020-06-01T00:00:00+00:00
orbyt-token,2020-01-04T00:00:00+00:00
pocket-node,2020-01-11T00:00:00+00:00
mochiswap,2021-03-29T00:00:00+00:00
insula,2020-04-09T00:00:00+00:00
kineko,2021-05-10T00:00:00+00:00
k-tune,2021-02-11T00:00:00+00:00
educare,2018-01-24T00:00:00+00:00
apm-coin,2019-12-05T00:00:00+00:00
connect-business-network,2021-03-08T00:00:00+00:00
reserve-rights-token,2019-05-23T00:00:00+00:00
wpp-token,2019-04-13T00:00:00+00:00
rich-maker,2021-02-22T00:00:00+00:00
blast,2018-10-04T00:00:00+00:00
algory,2020-08-25T00:00:00+00:00
decurian,2020-04-17T00:00:00+00:00
status,2017-07-29T00:00:00+00:00
par-stablecoin,2021-03-03T00:00:00+00:00
3x-long-tether-gold-token,2020-08-05T00:00:00+00:00
youcash,2020-05-11T00:00:00+00:00
stellar-invictus,2021-04-16T00:00:00+00:00
aaa-coin,2019-07-24T00:00:00+00:00
wozx,2020-12-07T00:00:00+00:00
0-5x-long-privacy-index-token,2020-10-22T00:00:00+00:00
celo,2020-05-22T00:00:00+00:00
refract,2020-12-16T00:00:00+00:00
monkey-project,2017-12-07T00:00:00+00:00
world-token,2021-01-30T00:00:00+00:00
xbullion,2021-05-21T00:00:00+00:00
letitride,2018-03-24T00:00:00+00:00
bitex-global,2019-01-12T00:00:00+00:00
bitcoiin,2018-06-06T00:00:00+00:00
nix-bridge-token,2020-10-26T00:00:00+00:00
gdac-token,2019-03-23T00:00:00+00:00
edgecoin-2,2021-03-19T00:00:00+00:00
steaks-finance,2020-10-01T00:00:00+00:00
bitstar,2014-04-23T00:00:00+00:00
eosblack,2018-09-16T00:00:00+00:00
bidipass,2019-09-03T00:00:00+00:00
firmachain,2019-11-10T00:00:00+00:00
cryptobosscoin,2018-12-07T00:00:00+00:00
flapp,2021-01-20T00:00:00+00:00
decentral-games,2020-12-02T00:00:00+00:00
influxcoin,2015-09-15T00:00:00+00:00
alchemist-defi-mist,2021-05-17T00:00:00+00:00
emerald-crypto,2018-01-24T00:00:00+00:00
tewken,2020-08-06T00:00:00+00:00
era-swap-token,2019-10-14T00:00:00+00:00
s-finance,2020-09-25T00:00:00+00:00
monetha,2017-11-10T00:00:00+00:00
ignition,2018-02-14T00:00:00+00:00
deutsche-emark,2013-12-15T00:00:00+00:00
blockstamp,2019-05-30T00:00:00+00:00
trodl,2021-04-08T00:00:00+00:00
auctus,2018-04-27T00:00:00+00:00
yffi-finance,2020-08-01T00:00:00+00:00
mileverse,2020-11-18T00:00:00+00:00
gondala-finance,2021-05-05T00:00:00+00:00
unicly-pak-collection,2021-05-19T00:00:00+00:00
unifi-protocol-dao,2020-11-19T00:00:00+00:00
minds,2020-05-27T00:00:00+00:00
doch-coin,2020-06-09T00:00:00+00:00
grace-period-token,2020-12-13T00:00:00+00:00
thrive,2018-07-07T00:00:00+00:00
eth-btc-long-only-alpha-portfolio,2020-04-18T00:00:00+00:00
bankex,2018-01-24T00:00:00+00:00
wrapped-filecoin,2020-11-29T00:00:00+00:00
futureswap,2021-03-25T00:00:00+00:00
ccswap,2021-05-03T00:00:00+00:00
safecock,2021-05-18T00:00:00+00:00
pangolin,2021-02-19T00:00:00+00:00
ghost-by-mcafee,2020-05-27T00:00:00+00:00
acute-angle-cloud,2018-01-23T00:00:00+00:00
nucleus-vision,2018-03-02T00:00:00+00:00
verasity,2021-02-20T00:00:00+00:00
iab,2018-11-08T00:00:00+00:00
mirrored-amazon,2021-01-13T00:00:00+00:00
bullion,2013-08-04T00:00:00+00:00
realtoken-8342-schaefer-hwy-detroit-mi,2020-07-30T00:00:00+00:00
safeinsure,2018-09-27T00:00:00+00:00
talent-token,2020-10-12T00:00:00+00:00
commercium,2018-08-11T00:00:00+00:00
freedom-reserve,2020-12-10T00:00:00+00:00
buy-sell,2020-12-14T00:00:00+00:00
3x-short-bitcoin-sv-token,2020-01-08T00:00:00+00:00
smaugs-nft,2021-04-27T00:00:00+00:00
gorilla-fi,2021-05-21T04:21:34+00:00
bumo,2018-09-13T00:00:00+00:00
topbidder,2021-04-28T00:00:00+00:00
kskin,2021-03-09T00:00:00+00:00
hapy-coin,2020-05-06T00:00:00+00:00
lyfe-silver,2021-04-22T00:00:00+00:00
ki,2021-05-21T13:45:04+00:00
ndau,2019-10-01T00:00:00+00:00
ecomi,2019-05-14T00:00:00+00:00
sky-dog-moon,2021-05-15T00:00:00+00:00
ouroboros,2019-12-31T00:00:00+00:00
pocmon,2021-05-13T00:00:00+00:00
redbux,2020-09-07T00:00:00+00:00
bastonet,2018-04-07T00:00:00+00:00
litecash,2019-12-14T00:00:00+00:00
alphacat,2018-02-17T00:00:00+00:00
bittorro,2021-02-05T00:00:00+00:00
jpyq-stablecoin-by-q-dao-v1,2020-12-30T00:00:00+00:00
kingxchain,2018-08-26T00:00:00+00:00
orbitcoin,2013-12-21T00:00:00+00:00
electra,2017-07-02T00:00:00+00:00
hurify,2018-06-09T00:00:00+00:00
corra-finance,2021-05-21T09:16:29+00:00
turex,2021-05-17T00:00:00+00:00
clearpoll,2018-04-07T00:00:00+00:00
swamp-coin,2020-02-14T00:00:00+00:00
cpchain,2018-02-10T00:00:00+00:00
jewel,2018-11-24T00:00:00+00:00
mooni,2021-04-27T00:00:00+00:00
hland-token,2020-12-16T00:00:00+00:00
viking-swap,2021-02-24T00:00:00+00:00
alien-worlds,2021-04-07T00:00:00+00:00
dionpay,2020-08-07T00:00:00+00:00
erc20,2017-11-20T00:00:00+00:00
proof-of-liquidity,2020-06-25T00:00:00+00:00
atlas,2019-05-14T00:00:00+00:00
global-reserve-system,2020-03-06T00:00:00+00:00
zilla,2018-02-09T00:00:00+00:00
amino-network,2019-06-12T00:00:00+00:00
pantos,2019-10-04T00:00:00+00:00
marxcoin,2018-09-26T00:00:00+00:00
loanburst,2020-08-10T00:00:00+00:00
design,2020-11-24T00:00:00+00:00
nyxcoin,2018-03-28T00:00:00+00:00
linear-bsc,2021-03-02T00:00:00+00:00
roseon-finance,2021-05-14T00:00:00+00:00
taco-finance,2021-03-03T00:00:00+00:00
corn,2020-09-04T00:00:00+00:00
vira-lata-finance,2021-05-09T00:00:00+00:00
usdfreeliquidity,2021-01-18T00:00:00+00:00
yokcoin,2020-09-10T00:00:00+00:00
just-network,2020-03-10T00:00:00+00:00
agricoin,2018-07-15T00:00:00+00:00
mouse,2018-09-22T00:00:00+00:00
general-attention-currency,2019-08-07T00:00:00+00:00
gimmer,2018-11-08T00:00:00+00:00
gemini-dollar,2018-09-20T00:00:00+00:00
dora-factory,2021-03-22T00:00:00+00:00
youlive-coin,2018-09-17T00:00:00+00:00
truegame,2018-06-26T00:00:00+00:00
yfmoonbeam,2020-10-02T00:00:00+00:00
scifi-finance,2021-02-04T00:00:00+00:00
bitcoin-vault,2020-03-03T00:00:00+00:00
hrd,2019-06-15T00:00:00+00:00
treep-token,2020-10-07T00:00:00+00:00
paxos-standard,2018-09-26T00:00:00+00:00
3x-short-shitcoin-index-token,2019-12-18T00:00:00+00:00
the-crypto-prophecies,2021-04-30T00:00:00+00:00
linktoken,2019-08-06T00:00:00+00:00
telos,2019-01-30T00:00:00+00:00
saturn-classic-dao-token,2019-09-11T00:00:00+00:00
1inch,2020-12-25T00:00:00+00:00
centurion,2017-02-22T00:00:00+00:00
iftoken,2021-02-23T00:00:00+00:00
australia-cash,2019-04-09T00:00:00+00:00
canyacoin,2018-01-08T00:00:00+00:00
kuky-star,2019-01-17T00:00:00+00:00
p2p,2020-09-15T00:00:00+00:00
toacoin,2017-09-16T00:00:00+00:00
baguette-token,2020-09-12T00:00:00+00:00
gastroadvisor,2019-02-03T00:00:00+00:00
klever,2020-08-26T00:00:00+00:00
iethereum,2018-04-07T00:00:00+00:00
absorber,2020-12-17T00:00:00+00:00
deri-protocol,2021-02-10T00:00:00+00:00
stakehound,2020-10-30T00:00:00+00:00
ceek,2018-06-13T00:00:00+00:00
oction,2021-04-09T00:00:00+00:00
sybc-coin,2020-10-22T00:00:00+00:00
vancat,2021-03-31T00:00:00+00:00
onewing,2021-04-29T00:00:00+00:00
defidrop,2021-05-08T00:00:00+00:00
dessfi,2021-04-15T00:00:00+00:00
french-ico-coin,2020-09-26T00:00:00+00:00
reflect-finance,2020-11-23T00:00:00+00:00
